product_id,product_name,category,brand,list_price
5420,Article 419,Beauty,BrandE,3918.45
5421,Particularly 420,Electronics,BrandD,1415.0
5422,Simply 421,Toys,BrandF,1061.02
5423,Occur 422,Beauty,BrandG,132.94
5424,Ask 423,Grocery,BrandA,3412.04
5425,Small 424,Clothing,BrandG,429.01
5426,Former 425,Sports,BrandA,2132.77
5427,Art 426,Electronics,BrandB,3028.33
5428,Apply 427,Sports,BrandG,4688.69
5429,Pattern 428,Grocery,BrandD,1593.42
5430,Me 429,Beauty,BrandA,1286.37
5431,Morning 430,Beauty,BrandC,3288.09
5432,Wide 431,Grocery,BrandD,3115.23
5433,Tonight 432,Electronics,BrandC,1693.94
5434,Nice 433,Clothing,BrandG,4644.1
5435,Coach 434,Home,BrandC,4232.07
5436,Art 435,Electronics,BrandA,1158.71
5437,Movie 436,Home,BrandD,1233.76
5438,Be 437,Grocery,BrandF,2585.89
5439,Today 438,Toys,BrandE,3879.18
5440,Cultural 439,Home,BrandA,268.0
5441,Authority 440,Clothing,BrandA,3482.01
5442,Physical 441,Toys,BrandF,3258.77
5443,Author 442,Home,BrandD,1195.83
5444,Republican 443,Grocery,BrandD,3422.7
5445,Training 444,Toys,BrandG,4703.91
5446,Easy 445,Grocery,BrandC,281.59
5447,International 446,Home,BrandG,1632.28
5448,Call 447,Grocery,BrandF,2218.97
5449,Year 448,Clothing,BrandG,4501.34
5450,Voice 449,Home,BrandF,4813.19
5451,Over 450,Home,BrandD,2248.37
5452,Employee 451,Home,BrandC,3762.64
5453,Particular 452,Electronics,BrandG,2681.72
5454,Phone 453,Electronics,BrandA,2712.03
5455,Among 454,Electronics,BrandB,1426.59
5456,President 455,Clothing,BrandE,1123.93
5457,Beat 456,Toys,BrandA,1475.63
5458,Kind 457,Grocery,BrandD,2803.82
5459,Really 458,Beauty,BrandE,194.32
5460,Past 459,Home,BrandB,4540.88
5461,Other 460,Grocery,BrandB,823.6
5462,Necessary 461,Home,BrandC,1139.44
5463,Four 462,Clothing,BrandE,2615.47
5464,Worry 463,Home,BrandC,3565.07
5465,Every 464,Electronics,BrandA,523.86
5466,Democratic 465,Beauty,BrandF,1622.59
5467,Relationship 466,Sports,BrandF,4844.94
5468,Sense 467,Home,BrandF,1348.6
5469,Former 468,Grocery,BrandE,1599.6
5470,Edge 469,Electronics,BrandF,4190.67
5471,Evidence 470,Sports,BrandA,298.56
5472,Individual 471,Beauty,BrandC,2349.84
5473,Catch 472,Sports,BrandE,1929.1
5474,Remain 473,Electronics,BrandC,1617.1
5475,Quite 474,Toys,BrandE,1464.21
5476,First 475,Toys,BrandC,502.3
5477,Lot 476,Sports,BrandB,1608.39
5478,Four 477,Clothing,BrandC,263.11
5479,Woman 478,Grocery,BrandF,3915.77
5480,Society 479,Grocery,BrandB,2021.23
5481,Would 480,Sports,BrandC,2247.32
5482,Baby 481,Home,BrandE,4473.29
5483,Act 482,Home,BrandE,3307.37
5484,Low 483,Grocery,BrandE,89.89
5485,Pretty 484,Grocery,BrandD,4718.72
5486,Order 485,Toys,BrandA,1223.87
5487,Black 486,Clothing,BrandE,582.69
5488,Back 487,Electronics,BrandB,3852.23
5489,Note 488,Home,BrandE,2527.36
5490,Different 489,Grocery,BrandD,2197.16
5491,Move 490,Toys,BrandF,1285.04
5492,Evidence 491,Beauty,BrandB,2759.98
5493,Cause 492,Toys,BrandD,1408.2
5494,Worker 493,Home,BrandF,4512.84
5495,Happy 494,Home,BrandG,1115.26
5496,Upon 495,Toys,BrandG,4427.56
5497,Authority 496,Electronics,BrandB,2819.06
5498,Until 497,Sports,BrandC,4151.02
5499,Election 498,Home,BrandA,3578.59
5500,Hope 499,Toys,BrandA,3498.64
5501,Feel 500,Grocery,BrandD,1655.51
5502,Coach 501,Toys,BrandF,1207.79
5503,Left 502,Clothing,BrandA,1093.89
5504,These 503,Sports,BrandF,4293.1
5505,Of 504,Beauty,BrandF,4111.11
5506,Score 505,Electronics,BrandD,2230.84
5507,Five 506,Beauty,BrandD,705.4
5508,Population 507,Sports,BrandD,1942.15
5509,Surface 508,Sports,BrandA,3115.75
5510,Ready 509,Sports,BrandG,2299.3
5511,Newspaper 510,Beauty,BrandD,3911.94
5512,Across 511,Grocery,BrandA,4988.23
5513,Region 512,Sports,BrandD,996.1
5514,Technology 513,Toys,BrandE,2325.27
5515,Once 514,Beauty,BrandF,2183.37
5516,Firm 515,Sports,BrandD,1557.24
5517,Work 516,Toys,BrandB,1030.57
5518,Record 517,Grocery,BrandF,375.18
5519,Body 518,Clothing,BrandF,4441.24
5520,Wrong 519,Grocery,BrandD,2128.25
5521,Unit 520,Sports,BrandG,2509.63
5522,Center 521,Beauty,BrandC,4588.86
5523,Everything 522,Home,BrandG,3892.64
5524,Business 523,Sports,BrandD,695.98
5525,Voice 524,Home,BrandF,2848.83
5526,Both 525,Toys,BrandB,2239.15
5527,Situation 526,Clothing,BrandF,3996.19
5528,On 527,Electronics,BrandG,3634.95
5529,Clearly 528,Grocery,BrandB,3467.51
5530,Expert 529,Clothing,BrandA,1735.7
5531,Father 530,Sports,BrandE,4034.57
5532,Point 531,Home,BrandF,309.34
5533,Develop 532,Grocery,BrandD,840.14
5534,Series 533,Home,BrandA,1711.34
5535,Gun 534,Beauty,BrandE,430.2
5536,Democrat 535,Home,BrandD,1213.22
5537,Right 536,Beauty,BrandC,4159.25
5538,Protect 537,Toys,BrandD,4743.85
5539,Tonight 538,Grocery,BrandB,1557.78
5540,Everything 539,Grocery,BrandB,1359.35
5541,Mouth 540,Electronics,BrandC,1435.47
5542,Middle 541,Sports,BrandA,1424.71
5543,Enter 542,Beauty,BrandE,227.85
5544,Western 543,Electronics,BrandD,4638.24
5545,Whatever 544,Home,BrandB,1107.81
5546,Throughout 545,Home,BrandA,2129.02
5547,Approach 546,Electronics,BrandC,97.95
5548,Best 547,Grocery,BrandG,4296.88
5549,Protect 548,Home,BrandF,3669.23
5550,Land 549,Toys,BrandG,4736.44
5551,Themselves 550,Toys,BrandG,3919.0
5552,Factor 551,Electronics,BrandB,1602.85
5553,Another 552,Beauty,BrandC,1276.97
5554,About 553,Beauty,BrandD,3503.7
5555,Goal 554,Electronics,BrandG,1852.36
5556,Spend 555,Beauty,BrandG,2852.76
5557,Case 556,Grocery,BrandE,80.97
5558,Public 557,Grocery,BrandB,356.33
5559,Everybody 558,Beauty,BrandB,2700.07
5560,Color 559,Toys,BrandD,2852.05
5561,Site 560,Beauty,BrandF,3769.69
5562,Letter 561,Grocery,BrandA,703.23
5563,Ok 562,Clothing,BrandE,2590.26
5564,Season 563,Sports,BrandB,1012.52
5565,Late 564,Home,BrandE,511.32
5566,Option 565,Clothing,BrandB,2081.95
5567,Act 566,Beauty,BrandE,858.52
5568,Brother 567,Toys,BrandC,1147.82
5569,Bag 568,Electronics,BrandG,1621.9
5570,You 569,Beauty,BrandB,1333.97
5571,Use 570,Toys,BrandE,483.58
5572,Rock 571,Sports,BrandA,495.09
5573,Well 572,Beauty,BrandC,1006.58
5574,Church 573,Grocery,BrandC,300.27
5575,Offer 574,Electronics,BrandA,3150.96
5576,Also 575,Toys,BrandE,1472.27
5577,They 576,Toys,BrandD,1434.74
5578,Hope 577,Toys,BrandA,1693.39
5579,Pass 578,Sports,BrandE,3330.84
5580,Old 579,Beauty,BrandA,4359.64
5581,Choose 580,Sports,BrandA,3807.48
5582,Law 581,Home,BrandB,3651.27
5583,Care 582,Home,BrandE,2447.74
5584,Analysis 583,Beauty,BrandD,3484.34
5585,Foot 584,Grocery,BrandG,2786.17
5586,His 585,Sports,BrandB,1120.44
5587,Way 586,Electronics,BrandA,1082.51
5588,Worker 587,Toys,BrandG,1517.14
5589,Style 588,Toys,BrandF,4558.47
5590,Traditional 589,Beauty,BrandG,2759.7
5591,Among 590,Grocery,BrandA,3682.83
5592,Way 591,Home,BrandA,1765.47
5593,Help 592,Home,BrandE,2068.19
5594,Develop 593,Toys,BrandE,671.55
5595,Rest 594,Beauty,BrandB,897.91
5596,Enjoy 595,Sports,BrandD,4145.41
5597,Reflect 596,Home,BrandB,2944.95
5598,Board 597,Sports,BrandC,1720.79
5599,Health 598,Grocery,BrandA,4024.11
5600,State 599,Home,BrandG,1270.27
5601,Opportunity 600,Home,BrandF,4881.36
5602,Usually 601,Clothing,BrandA,1756.85
5603,Two 602,Home,BrandA,1719.69
5604,Investment 603,Electronics,BrandB,1593.96
5605,Pressure 604,Beauty,BrandF,654.45
5606,So 605,Beauty,BrandF,600.13
5607,Clear 606,Sports,BrandF,3258.12
5608,Wish 607,Grocery,BrandB,4381.83
5609,Wonder 608,Home,BrandA,3963.08
5610,Economic 609,Electronics,BrandB,748.48
