sale_id,order_id,customer_id,product_id,quantity,unit_price,discount,order_date,total_amount
45,182976,11748,7827,3,656.11,0,2021-08-18,1968.33
46,122044,14756,5569,5,91.13,20,2021-11-19,364.52
47,190656,12130,5982,2,1821.26,0,2021-08-13,3642.52
48,171779,11420,7098,3,1966.22,10,2021-02-15,5308.79
49,149481,17353,5480,4,2788.55,10,2023-11-04,10038.78
50,146144,10881,7633,1,2537.54,5,2022-09-25,2410.66
51,151321,10849,7897,2,2332.57,20,2022-01-10,3732.11
52,175306,17748,5601,3,2106.9,0,2022-12-04,6320.7
53,196116,16931,6788,1,1306.9,0,2023-09-14,1306.9
54,122224,15369,5208,4,1476.4,0,2021-11-29,5905.6
55,172681,10765,7158,2,2342.45,0,2021-06-15,4684.9
56,153374,13671,7785,2,493.29,0,2022-05-22,986.58
57,119299,16427,6474,4,2158.08,0,2021-04-27,8632.32
58,113497,12034,5171,5,1882.34,0,2023-08-01,9411.7
59,191884,17796,7855,3,688.66,0,2022-09-28,2065.98
60,159482,17605,6066,4,1347.59,5,2022-04-02,5120.84
61,154826,15802,5716,1,2351.12,10,2023-05-19,2116.01
62,188109,14348,5930,1,364.63,15,2021-08-04,309.94
63,151224,15102,5590,5,1879.83,0,2021-04-23,9399.15
64,179458,11396,7953,4,1274.26,10,2023-11-06,4587.34
65,164490,15421,6403,3,766.67,10,2021-08-04,2070.01
66,176543,13406,6758,4,2676.42,20,2022-03-03,8564.54
67,100872,11348,7826,5,1443.06,0,2023-12-03,7215.3
68,181330,10708,5216,2,2963.8,10,2023-02-03,5334.84
69,123881,15016,5588,4,1912.65,0,2021-10-11,7650.6
70,122388,10855,7586,5,1005.17,10,2023-04-14,4523.26
71,155589,12084,7016,5,912.11,10,2023-12-20,4104.5
72,145301,17627,5547,2,2087.3,10,2021-08-18,3757.14
73,186837,11254,7125,5,1058.37,10,2022-01-20,4762.66
74,136800,11669,5723,3,1740.78,10,2021-06-08,4700.11
75,180223,13355,6072,5,1706.98,5,2023-04-04,8108.15
76,172702,15285,7113,2,66.23,0,2022-04-16,132.46
77,108885,11563,5520,4,2084.97,0,2021-07-27,8339.88
78,189362,11631,7541,5,1710.0,0,2021-06-23,8550.0
79,113026,17500,7791,5,2434.77,0,2023-11-08,12173.85
80,153189,13247,7189,3,2818.45,15,2023-10-14,7187.05
81,123585,17104,6129,2,1475.59,5,2022-12-09,2803.62
82,113006,12950,6674,2,2332.1,0,2023-09-02,4664.2
83,128532,17244,5540,2,1417.32,0,2022-02-01,2834.64
84,171145,13512,6051,2,891.23,10,2023-09-01,1604.21
85,106642,11152,6365,2,2704.69,0,2023-02-05,5409.38
86,113556,14608,6547,1,1857.68,0,2022-11-08,1857.68
87,142237,16902,6240,4,200.55,10,2022-06-01,721.98
88,137996,13470,6036,5,2804.72,0,2022-10-24,14023.6
89,196578,10278,6706,5,1263.32,0,2021-11-02,6316.6
90,109139,13767,7912,5,2011.86,5,2021-12-24,9556.33
91,169909,10331,5829,3,2878.61,0,2022-02-23,8635.83
92,179596,16504,7332,2,1611.36,0,2022-10-04,3222.72
93,146108,17732,7458,4,1802.38,0,2022-05-22,7209.52
94,165933,10871,7909,5,581.87,0,2021-11-08,2909.35
95,147374,15560,5859,2,2338.46,0,2022-12-05,4676.92
96,134545,16246,7740,2,1574.47,5,2021-09-02,2991.49
97,169596,10377,7506,2,1470.6,15,2022-04-22,2500.02
98,131117,15376,5900,3,549.13,0,2022-09-07,1647.39
99,153106,12637,7154,4,1334.59,5,2022-03-12,5071.44
100,160866,12822,6174,5,2847.34,20,2021-09-07,11389.36
101,181813,13476,7314,1,1174.96,0,2023-11-12,1174.96
102,122112,14094,7948,3,681.02,0,2022-04-22,2043.06
103,178166,10822,5647,3,1803.73,0,2022-05-26,5411.19
104,131100,14098,7239,1,1533.99,0,2023-02-13,1533.99
105,117158,17883,6266,3,1449.6,0,2023-07-13,4348.8
106,198643,11864,6219,5,506.51,0,2023-12-02,2532.55
107,181926,13742,5088,4,2727.85,5,2021-03-15,10365.83
108,166832,15979,6509,4,1831.44,0,2023-03-20,7325.76
109,165823,14224,6950,5,1871.82,5,2023-04-11,8891.14
110,151005,16070,5361,5,373.51,0,2023-11-12,1867.55
111,133337,13204,5116,4,1377.8,0,2021-08-08,5511.2
112,121102,15575,7892,5,1757.5,0,2021-03-20,8787.5
113,163673,10943,7837,3,2772.26,0,2021-08-23,8316.78
114,125218,17512,7539,4,1749.37,0,2021-06-06,6997.48
115,152824,16496,5785,1,2876.45,0,2021-11-23,2876.45
116,147583,17571,6487,1,2081.88,10,2022-10-04,1873.69
117,139541,12090,6380,5,485.37,0,2022-09-13,2426.85
118,118935,15475,5480,1,213.79,0,2023-09-12,213.79
119,182029,13754,6778,1,1654.12,10,2023-11-10,1488.71
120,168755,17987,6238,4,2834.11,0,2022-08-29,11336.44
121,166267,10259,5996,3,970.95,20,2023-05-14,2330.28
122,145269,11234,6146,2,2654.87,0,2023-01-19,5309.74
123,176771,14133,7032,1,455.29,10,2023-07-04,409.76
124,187613,12070,5708,5,2228.64,0,2023-06-18,11143.2
125,108759,11185,5944,2,1260.1,0,2023-09-25,2520.2
126,123488,15862,7749,1,58.56,0,2023-05-10,58.56
127,160215,12407,7309,3,882.5,0,2022-07-27,2647.5
128,109549,17522,5007,1,1214.13,0,2021-02-07,1214.13
129,195660,13505,7507,5,1324.34,10,2021-04-28,5959.53
130,129518,11879,5871,3,531.29,0,2022-01-25,1593.87
131,172799,13510,6926,5,1857.39,10,2022-11-11,8358.26
132,166607,10830,7717,5,2542.57,0,2022-01-12,12712.85
133,157125,17715,6971,5,2071.66,10,2023-04-29,9322.47
134,172981,15405,7076,5,2401.21,0,2022-01-11,12006.05
135,156522,15954,5825,5,1057.66,0,2022-08-18,5288.3
136,135014,16013,6855,3,2535.79,0,2023-01-17,7607.37
137,143515,16450,5422,4,36.94,10,2023-12-02,132.98
138,187932,14110,5723,3,2486.83,0,2022-04-03,7460.49
139,141083,10048,7609,4,102.27,15,2023-11-18,347.72
140,155495,17468,5492,3,1945.35,20,2023-01-11,4668.84
141,165610,11266,6804,5,634.09,10,2022-09-21,2853.4
142,101988,17752,6709,3,1490.75,10,2021-11-22,4025.02
143,162597,13969,7771,3,1224.6,5,2022-09-11,3490.11
144,131031,13484,5301,4,2873.92,0,2021-11-21,11495.68
145,168619,13843,5065,3,982.93,0,2022-05-31,2948.79
146,185738,13576,7979,3,2000.31,0,2023-01-16,6000.93
147,148934,11910,5163,1,1560.9,15,2021-09-05,1326.76
148,185611,11735,6135,5,1149.13,0,2022-02-02,5745.65
149,144939,11122,7719,5,1960.26,10,2022-08-05,8821.17
150,113856,10816,6270,1,436.55,0,2021-07-22,436.55
151,148895,15246,6828,3,2203.53,0,2021-08-09,6610.59
152,157426,16304,5424,2,1767.46,0,2023-05-17,3534.92
153,145748,15385,7659,3,2315.54,20,2021-09-20,5557.3
154,146307,15367,7472,5,2267.92,10,2021-10-23,10205.64
155,135833,12019,7749,3,1439.06,10,2023-10-17,3885.46
156,107954,16329,6548,2,1266.38,0,2021-10-19,2532.76
157,135001,12515,5722,1,2570.26,0,2022-11-15,2570.26
158,179700,17470,7780,5,2738.15,10,2023-05-26,12321.68
159,148338,15690,5414,2,1269.9,0,2023-11-21,2539.8
160,142744,11720,5552,2,2789.45,5,2023-12-04,5299.95
161,171164,16927,5913,2,2765.54,5,2022-07-09,5254.53
162,136936,16775,5073,4,406.35,0,2021-12-15,1625.4
163,185932,10735,6383,1,1403.44,0,2021-08-07,1403.44
164,156338,13517,5406,5,2420.11,10,2023-10-20,10890.5
165,106308,17824,7878,1,466.27,0,2022-03-26,466.27
166,135082,11907,5569,4,736.41,0,2022-05-19,2945.64
167,175191,11263,5655,5,1668.78,20,2021-03-27,6675.12
168,121631,10558,6373,3,383.29,5,2022-06-07,1092.38
169,153144,15349,6400,1,1022.94,0,2022-04-06,1022.94
170,102914,16471,6590,4,1553.85,15,2023-10-11,5283.09
171,142301,13363,7704,3,2378.56,0,2022-09-22,7135.68
172,185854,14162,6748,4,489.92,20,2021-09-09,1567.74
173,168237,16457,6768,5,2170.34,0,2021-01-18,10851.7
174,169580,10290,5408,1,2844.61,0,2022-05-15,2844.61
175,149185,12275,5592,4,636.92,10,2022-04-03,2292.91
176,162673,13871,7931,5,696.94,0,2021-04-25,3484.7
177,155611,13596,7768,4,2357.79,0,2023-01-23,9431.16
178,173023,17105,6433,2,420.68,0,2023-02-08,841.36
179,178533,14271,6151,1,1421.36,0,2022-03-23,1421.36
180,154825,13293,5942,2,1252.08,10,2021-12-19,2253.74
181,149556,15185,7743,4,1543.64,0,2022-09-17,6174.56
182,137479,13713,6921,3,1566.72,20,2022-06-25,3760.13
183,134692,10847,7482,5,1682.13,0,2021-11-18,8410.65
184,189541,12810,6147,3,2457.74,15,2021-08-14,6267.24
185,162652,17875,6140,3,1296.16,0,2021-12-27,3888.48
186,171559,12318,7887,2,662.41,0,2023-04-14,1324.82
187,181283,16326,6766,5,2361.64,5,2021-04-22,11217.79
188,183165,12954,7541,4,2938.28,0,2021-07-31,11753.12
189,174167,14931,5860,4,394.97,5,2023-08-06,1500.89
190,129203,12388,7023,4,796.17,20,2021-06-08,2547.74
191,146359,12944,6184,4,2932.58,15,2022-07-26,9970.77
192,143784,17474,7648,2,680.14,20,2022-11-01,1088.22
193,154519,14983,7860,5,1278.59,0,2023-06-30,6392.95
194,186420,11920,5096,4,269.29,5,2023-10-20,1023.3
195,158622,17780,6052,1,929.18,10,2022-02-08,836.26
196,198600,10859,6148,4,792.39,10,2022-02-08,2852.6
197,140460,16897,5880,2,2873.87,0,2022-08-24,5747.74
198,184868,11140,6024,1,438.94,0,2021-07-12,438.94
199,173663,17844,6158,3,943.79,10,2023-09-27,2548.23
200,118989,15871,7525,2,257.42,15,2022-06-07,437.61
201,188397,11035,7605,4,2022.51,0,2021-12-16,8090.04
202,189841,12947,7062,5,2959.11,0,2021-11-12,14795.55
203,183014,17128,7221,5,476.49,10,2023-08-01,2144.2
204,130778,10167,6723,1,1889.01,10,2023-07-02,1700.11
205,194923,17178,5936,2,476.89,0,2022-10-14,953.78
206,105101,12010,7734,1,694.93,5,2022-09-27,660.18
207,101074,12611,5315,1,1635.71,10,2023-10-08,1472.14
208,116399,11824,6829,5,2850.16,0,2022-08-16,14250.8
209,134295,11972,6106,2,1435.86,0,2022-03-20,2871.72
210,198015,10328,6988,5,1362.53,0,2022-09-13,6812.65
211,168735,15167,7039,2,428.17,0,2023-01-26,856.34
212,176969,13597,6948,5,1699.3,0,2022-05-12,8496.5
213,163242,15498,6065,2,1398.1,20,2023-02-12,2236.96
214,191715,15955,6875,3,1017.1,0,2022-01-09,3051.3
215,140568,10821,7831,5,2197.34,5,2021-07-03,10437.36
216,179027,13893,6261,3,907.79,0,2021-02-01,2723.37
217,176513,14495,7391,1,2710.6,0,2021-10-10,2710.6
218,171358,14533,5989,5,2620.75,10,2023-04-16,11793.38
219,150083,13193,6703,1,1470.08,5,2023-05-23,1396.58
220,122828,12858,5462,5,2725.8,0,2022-11-17,13629.0
221,112805,14893,5194,1,2885.43,10,2022-04-07,2596.89
222,184058,17925,7381,4,128.44,0,2023-05-21,513.76
223,104289,15167,6000,2,2560.27,20,2023-09-11,4096.43
224,152552,12779,5652,1,1219.43,10,2022-01-03,1097.49
225,191199,16942,7317,2,2985.7,20,2022-10-20,4777.12
226,113605,12683,5515,1,1041.88,10,2021-06-15,937.69
227,108417,14622,7623,5,2502.9,10,2023-09-27,11263.05
228,174172,10489,6858,2,676.57,0,2022-08-25,1353.14
229,110573,11789,5884,2,2792.01,10,2022-08-17,5025.62
230,177769,16649,6714,3,2233.15,0,2021-05-06,6699.45
231,127710,17247,6232,2,865.82,0,2021-02-07,1731.64
232,101902,14846,6376,2,2068.18,10,2021-12-14,3722.72
233,103603,11391,7780,2,1317.48,5,2023-01-07,2503.21
234,191594,11339,7550,1,2581.12,0,2023-01-04,2581.12
235,187372,11134,7104,4,37.7,0,2022-03-02,150.8
236,173972,12922,7162,2,1579.56,5,2022-10-10,3001.16
237,169584,15696,5723,4,2050.16,10,2021-10-13,7380.58
238,182724,14652,7567,2,1202.59,10,2021-11-16,2164.66
239,189963,16132,7980,5,1430.4,0,2022-05-27,7152.0
240,101760,17950,6194,4,735.11,0,2021-08-13,2940.44
241,195497,12457,5164,3,1263.99,0,2022-05-21,3791.97
242,127692,13163,7929,2,2764.89,0,2023-01-12,5529.78
243,114092,10239,6831,5,1166.13,15,2023-10-26,4956.05
244,186315,17468,7177,4,2965.55,0,2022-04-13,11862.2
245,170880,14413,5752,5,1407.21,10,2023-07-27,6332.45
246,108265,10770,6752,3,1868.98,5,2023-02-04,5326.59
247,146195,17411,5191,3,33.81,20,2021-06-12,81.14
248,114916,17121,7891,3,577.24,0,2022-10-15,1731.72
249,140649,12127,6878,3,1080.02,5,2023-06-20,3078.06
250,112262,16619,7872,5,997.4,0,2023-03-19,4987.0
251,157134,14087,7463,4,2163.46,0,2021-03-23,8653.84
252,144122,14426,5553,3,1654.73,5,2022-04-26,4715.98
253,113873,16654,5651,5,665.89,20,2022-05-31,2663.56
254,196115,17918,5262,5,1824.75,0,2021-07-06,9123.75
255,147011,10777,5947,4,410.74,5,2021-05-26,1560.81
256,104187,15821,5192,5,2604.92,0,2023-10-03,13024.6
257,176647,13779,7126,1,2254.05,0,2021-06-01,2254.05
258,176522,15016,5352,4,1050.97,0,2021-04-03,4203.88
259,199714,17105,7452,5,164.11,0,2023-11-21,820.55
260,131547,16310,7811,2,2352.65,10,2022-06-24,4234.77
261,136380,11734,6071,2,745.39,0,2022-10-11,1490.78
262,123723,12949,5918,3,791.73,5,2022-08-25,2256.43
263,170316,17236,7397,4,1305.98,0,2021-02-18,5223.92
264,191177,17875,7858,5,1833.53,10,2022-06-25,8250.88
265,113460,16381,6637,5,122.45,0,2021-06-05,612.25
266,197055,11694,5975,1,2480.54,0,2023-02-14,2480.54
267,120379,17396,7851,1,121.73,15,2022-06-30,103.47
268,156020,12519,5153,3,541.17,0,2022-10-12,1623.51
269,144718,13134,6651,4,695.85,0,2023-09-28,2783.4
270,108802,14231,6331,3,2551.24,0,2023-12-17,7653.72
271,107645,10947,7316,1,2242.78,5,2021-06-24,2130.64
272,136983,14256,6678,1,1839.57,10,2021-01-27,1655.61
273,101838,16763,5936,4,1081.33,5,2021-05-27,4109.05
274,138416,14938,6312,3,1667.6,0,2023-05-18,5002.8
275,172220,16899,7354,1,171.78,0,2021-09-22,171.78
276,126671,12803,5285,5,2600.95,15,2021-09-15,11054.04
277,162849,11125,7591,2,2082.16,0,2023-04-07,4164.32
278,172480,11249,6504,1,2007.11,10,2023-01-13,1806.4
279,156447,17450,5024,3,2953.15,0,2022-12-11,8859.45
280,152725,10555,7687,1,1609.08,0,2023-12-30,1609.08
281,140382,11389,5787,5,237.74,0,2023-11-15,1188.7
282,187619,15438,5774,2,699.71,0,2021-08-07,1399.42
283,140953,10415,7178,2,498.53,0,2022-07-15,997.06
284,123536,17646,5743,5,2824.85,10,2023-06-11,12711.82
285,106182,15143,5380,3,400.26,0,2023-11-30,1200.78
286,166008,13648,6811,5,87.17,0,2022-08-20,435.85
287,125732,10840,5240,5,920.53,0,2021-12-09,4602.65
288,116284,11207,5146,4,383.55,5,2022-05-18,1457.49
289,110375,10656,6316,4,1868.5,0,2022-03-26,7474.0
290,158771,11656,6966,4,686.76,0,2021-12-02,2747.04
291,148709,14873,6336,2,2531.33,15,2021-01-04,4303.26
292,165059,15892,5308,2,446.49,0,2023-01-29,892.98
293,126399,10979,5824,1,474.31,0,2022-06-01,474.31
294,155812,10551,5885,4,1830.91,0,2021-08-26,7323.64
295,120839,10300,5626,3,264.1,5,2021-04-13,752.68
296,154931,11321,7580,3,170.76,10,2023-10-07,461.05
297,123788,15389,7277,4,568.03,5,2023-11-24,2158.51
298,112006,14684,7561,2,1589.6,15,2022-06-02,2702.32
299,109365,13017,7854,5,1652.38,5,2022-03-16,7848.81
300,153728,13980,6044,2,1166.48,20,2021-08-13,1866.37
301,162878,15400,7308,1,1411.88,0,2022-07-19,1411.88
302,106056,12096,6779,4,1375.55,20,2023-12-19,4401.76
303,145276,10205,7940,2,1383.47,0,2021-09-03,2766.94
304,159657,16755,5614,5,813.46,0,2023-07-17,4067.3
305,177258,13872,7245,1,525.1,10,2023-08-11,472.59
306,117060,10422,5390,2,1186.65,10,2023-03-30,2135.97
307,107223,15070,5703,4,1401.13,0,2021-08-04,5604.52
308,131573,11986,5346,5,2861.16,0,2021-10-10,14305.8
309,196724,11974,7689,2,2250.39,15,2022-07-27,3825.66
310,120323,13861,7162,4,2587.08,15,2022-01-17,8796.07
311,186258,17839,7896,4,1171.05,0,2023-12-05,4684.2
312,175663,16464,7774,2,1726.39,0,2021-06-21,3452.78
313,188577,15044,5709,2,2232.14,0,2021-02-13,4464.28
314,174920,13747,6195,2,566.77,0,2021-08-16,1133.54
315,143582,17312,5261,5,1388.54,10,2022-07-28,6248.43
316,179280,11704,6990,2,1057.93,0,2021-11-13,2115.86
317,166201,16234,6910,3,1652.43,0,2023-01-01,4957.29
318,130557,14646,6262,2,890.55,10,2022-08-24,1602.99
319,186782,14025,5675,1,1076.91,0,2022-09-16,1076.91
320,109793,15891,7989,3,2500.15,0,2022-04-12,7500.45
321,107452,13237,6327,1,2336.92,20,2021-10-24,1869.54
322,155749,13684,7960,1,1233.21,0,2022-06-29,1233.21
323,165723,11794,7213,4,311.77,5,2022-05-04,1184.73
324,158048,16102,5419,5,871.46,0,2023-10-17,4357.3
325,127943,15379,6264,3,2201.16,0,2021-08-03,6603.48
326,140458,15736,7600,3,2271.84,10,2023-10-23,6133.97
327,162131,11711,6552,4,987.22,0,2022-10-23,3948.88
328,160797,15738,5197,1,2820.31,0,2022-10-16,2820.31
329,125942,16255,6291,5,1515.19,10,2023-03-13,6818.36
330,127225,15659,6075,5,2637.49,0,2021-12-07,13187.45
331,140158,16079,6757,4,1598.81,15,2022-12-05,5435.95
332,182254,13622,5238,2,56.02,5,2022-02-11,106.44
333,189535,10684,6369,5,316.56,0,2023-05-03,1582.8
334,162177,17176,5946,2,333.62,10,2021-11-02,600.52
335,176112,10023,7371,4,2158.63,0,2023-05-24,8634.52
336,147458,15766,5707,1,2583.47,0,2022-05-10,2583.47
337,116739,11433,6089,2,1586.61,10,2022-08-01,2855.9
338,151074,16715,5012,3,2565.72,5,2022-06-25,7312.3
339,104327,12489,7951,2,1128.06,10,2023-02-07,2030.51
340,103338,13130,7987,1,323.66,0,2023-06-15,323.66
341,100795,11792,6376,2,791.79,5,2022-03-31,1504.4
342,182109,16032,6814,4,371.71,0,2021-10-26,1486.84
343,177871,11818,6356,2,2659.56,0,2022-03-03,5319.12
344,156603,15455,7950,3,732.64,5,2022-12-17,2088.02
345,141773,17156,5167,2,2256.99,15,2023-01-27,3836.88
346,179807,14783,6766,4,232.58,5,2021-01-31,883.8
347,148129,13168,7665,2,2329.64,0,2021-11-28,4659.28
348,175978,13496,7715,5,273.49,20,2021-02-21,1093.96
349,134826,15267,6841,1,2844.1,10,2021-08-31,2559.69
350,125796,14558,5881,3,1929.06,0,2023-02-14,5787.18
351,142587,14725,6551,1,2035.5,0,2022-11-17,2035.5
352,162878,10752,5096,3,2049.3,0,2022-07-27,6147.9
353,135148,17596,7862,1,838.68,0,2023-05-22,838.68
354,130872,13427,5226,3,1340.01,20,2022-12-01,3216.02
355,125975,10666,6654,2,2717.9,0,2022-06-03,5435.8
356,137819,10308,5653,1,636.56,20,2022-08-18,509.25
357,175891,16565,5693,3,1592.42,0,2021-10-10,4777.26
358,197346,11869,7215,2,982.33,15,2022-08-22,1669.96
359,119093,10303,7876,3,2295.48,5,2021-05-28,6542.12
360,199583,10712,7953,3,1379.58,0,2021-03-11,4138.74
361,129364,10526,6130,4,1041.39,20,2021-08-22,3332.45
362,188251,17322,5890,4,1787.1,20,2022-11-10,5718.72
363,126662,14143,7052,1,335.99,0,2022-09-28,335.99
364,112086,10760,7293,2,1688.67,0,2022-04-12,3377.34
365,194687,14702,6884,5,2354.81,0,2022-07-11,11774.05
366,143933,12547,6101,3,2889.67,10,2023-06-13,7802.11
367,164838,17912,7942,1,2538.68,5,2023-04-16,2411.75
368,139640,10106,7098,4,1856.68,0,2022-09-10,7426.72
369,150305,14836,5653,2,1631.07,0,2021-05-14,3262.14
370,139687,10907,5692,4,999.46,0,2021-01-08,3997.84
371,132369,16914,5348,3,1444.15,20,2021-01-28,3465.96
372,169694,16302,7533,4,1863.09,5,2023-02-22,7079.74
373,199258,12419,5208,4,406.81,0,2022-06-25,1627.24
374,179968,14888,6653,2,2175.51,0,2022-09-19,4351.02
375,179259,16140,7709,1,750.13,15,2023-11-24,637.61
376,121949,16389,6546,3,363.74,0,2021-01-07,1091.22
377,193900,13666,5974,3,312.0,0,2021-02-09,936.0
378,139636,15655,5631,2,972.61,0,2023-06-28,1945.22
379,146688,16261,7140,1,974.76,5,2021-03-03,926.02
380,196022,10070,7717,2,1725.54,10,2022-01-14,3105.97
381,193180,12926,6135,2,1384.94,0,2021-11-18,2769.88
382,149088,14082,7443,4,2254.83,5,2023-01-03,8568.35
383,165771,11099,5177,1,77.1,0,2023-04-19,77.1
384,132635,10135,7561,3,290.92,0,2022-02-23,872.76
385,193863,10737,6621,5,758.88,0,2021-01-20,3794.4
386,144603,17034,5130,3,136.08,5,2022-02-16,387.83
387,118180,10138,7706,2,508.55,0,2022-07-03,1017.1
388,170821,11877,5135,5,2187.42,5,2022-08-28,10390.24
389,140163,16857,5773,2,2398.93,20,2021-12-23,3838.29
390,142350,13959,5413,5,1785.87,0,2021-07-20,8929.35
391,180796,11438,5003,4,1721.43,10,2023-12-08,6197.15
392,138297,15552,7189,2,1888.09,0,2023-02-04,3776.18
393,176859,12288,6091,5,2407.63,0,2021-08-19,12038.15
394,118595,16681,6096,3,2531.59,0,2021-10-30,7594.77
395,162693,10217,6139,4,1030.28,0,2022-01-22,4121.12
396,178705,12929,5900,2,1260.87,0,2022-12-16,2521.74
397,119612,17960,5426,1,2429.95,5,2023-07-14,2308.45
398,164505,13084,6635,4,647.84,10,2021-02-27,2332.22
399,133694,17367,5588,5,2829.25,20,2022-03-10,11317.0
400,105822,16651,5275,1,2517.96,0,2022-06-06,2517.96
401,119305,16562,5082,1,1333.8,0,2023-02-07,1333.8
402,144405,10387,5808,1,1550.88,10,2023-04-09,1395.79
403,198013,15254,5760,5,1323.62,0,2022-04-28,6618.1
404,161382,15435,7850,4,702.56,0,2022-01-02,2810.24
405,180762,10923,5636,1,735.14,10,2023-06-08,661.63
406,123719,14691,7123,1,922.24,0,2023-06-02,922.24
407,157464,12888,5915,5,1236.64,0,2022-02-15,6183.2
408,150117,10036,6763,2,2683.45,10,2021-07-02,4830.21
409,103719,10829,6837,2,1088.5,0,2021-06-07,2177.0
410,185833,15863,6684,4,1696.22,0,2021-01-13,6784.88
411,178462,11636,7523,1,283.74,0,2022-07-20,283.74
412,161168,13538,5223,3,1165.3,0,2023-05-22,3495.9
413,197786,14807,6753,2,1294.61,0,2022-07-09,2589.22
414,145429,16136,6912,1,1518.44,20,2022-11-09,1214.75
415,152331,13265,7597,4,1396.28,0,2023-05-13,5585.12
416,136138,17557,7079,3,1989.37,10,2022-09-10,5371.3
417,130831,16826,5239,2,2553.16,0,2021-07-23,5106.32
418,148533,15262,6578,2,1903.06,0,2023-08-15,3806.12
419,161385,16392,6286,1,1174.33,0,2021-10-29,1174.33
420,196755,12369,6646,1,2322.84,0,2023-12-03,2322.84
421,188738,15644,7017,3,2059.68,0,2023-03-06,6179.04
422,187826,14819,7762,5,2077.61,0,2022-08-20,10388.05
423,110115,13458,7044,4,2364.75,20,2022-12-30,7567.2
424,121522,12830,7646,1,350.43,10,2022-05-21,315.39
425,161160,13395,5479,1,1098.04,10,2022-10-01,988.24
426,109968,16771,6205,2,521.26,0,2021-07-10,1042.52
427,153808,13939,7955,3,2322.13,0,2023-06-18,6966.39
428,122681,11485,5374,5,1708.72,0,2021-03-01,8543.6
429,199842,12033,6619,5,2968.73,0,2021-03-03,14843.65
430,119251,10323,6385,4,2042.34,0,2021-10-29,8169.36
431,136317,17438,7548,4,247.74,5,2022-09-30,941.41
432,155679,15026,7278,1,878.55,10,2023-09-26,790.7
433,137544,15933,6296,3,2777.74,0,2021-06-21,8333.22
434,160613,11161,6037,2,2944.44,0,2021-03-04,5888.88
435,149330,15514,6446,4,685.76,5,2023-02-11,2605.89
436,125190,12952,6933,5,1492.24,0,2021-01-16,7461.2
437,167290,11693,5399,1,1122.64,0,2022-11-22,1122.64
438,108238,16205,5169,1,644.8,0,2023-04-22,644.8
439,108015,11974,6074,2,1117.01,15,2023-06-18,1898.92
440,144643,12983,7154,3,1296.03,0,2023-07-22,3888.09
441,155478,13070,5197,5,2007.07,0,2021-06-24,10035.35
