payment_id,order_id,payment_date,payment_method,amount
263,150346,2022-12-12,NetBanking,2116.12
264,157732,2023-06-29,UPI,491.4
265,176150,2022-06-02,Wallet,2506.57
266,181499,2022-02-15,Card,558.41
267,127902,2021-03-31,NetBanking,322.42
268,162621,2023-01-08,Wallet,1447.14
269,100185,2023-07-03,NetBanking,1209.11
270,150255,2023-10-08,UPI,1969.96
271,109800,2024-01-21,Card,2330.89
272,106200,2021-01-10,Card,408.13
273,185420,2023-05-18,Cash,1432.78
274,178233,2023-01-25,Card,760.57
275,187404,2023-01-16,NetBanking,2153.92
276,104512,2022-07-04,Card,585.31
277,167922,2022-09-26,UPI,189.88
278,104479,2021-12-25,Card,498.79
279,113927,2023-05-08,Card,726.95
280,153481,2023-05-17,Card,528.09
281,138270,2022-01-13,NetBanking,1255.52
282,176968,2022-02-21,Card,2329.93
283,152616,2021-06-02,Card,128.17
284,198769,2022-03-27,NetBanking,34.59
285,127200,2023-05-12,NetBanking,2236.87
286,146758,2022-04-27,NetBanking,1674.89
287,134402,2021-06-18,NetBanking,993.9
288,192909,2022-11-23,Wallet,1728.87
289,133324,2022-01-27,Card,787.38
290,196782,2022-05-05,Card,1903.01
291,137397,2022-12-19,NetBanking,822.77
292,112343,2022-07-11,Cash,694.41
293,180315,2021-04-18,NetBanking,1389.55
294,184682,2021-11-13,Wallet,1186.82
295,127729,2022-03-15,Card,407.31
296,169584,2022-08-07,Card,2072.46
297,114256,2023-12-04,Card,1279.58
298,153305,2021-03-26,Card,2265.55
299,165999,2023-05-01,NetBanking,727.58
300,157607,2021-12-19,Card,2886.08
301,131933,2023-12-23,Wallet,2472.33
302,194317,2022-01-13,Card,2881.14
303,141808,2023-06-18,UPI,2193.58
304,129312,2023-09-25,Card,2341.1
305,100248,2021-11-25,UPI,2109.33
306,177320,2023-09-28,Card,2464.52
307,124871,2021-12-17,UPI,2623.3
308,110877,2022-11-19,NetBanking,2016.05
309,135018,2021-08-17,Card,2915.44
310,160844,2023-08-04,Wallet,1170.57
311,153993,2021-07-14,Wallet,2580.32
312,135884,2023-09-09,NetBanking,2649.95
313,144374,2021-09-29,UPI,2441.73
314,195121,2022-01-29,Card,501.47
315,119497,2022-08-01,Card,316.22
316,159970,2022-03-09,Card,574.19
317,182170,2021-06-23,Wallet,653.28
318,162102,2022-09-13,Card,2249.68
319,185450,2023-08-30,NetBanking,1742.49
320,130988,2024-01-29,Card,2589.43
321,136602,2021-07-03,NetBanking,1662.55
322,161018,2021-08-21,Card,959.96
323,104310,2023-10-11,Cash,2249.2
324,134967,2022-06-12,Card,2405.88
325,136977,2024-01-04,NetBanking,2544.76
326,195032,2022-07-05,Wallet,2804.08
327,169431,2022-07-07,Wallet,2634.74
328,154091,2021-01-11,Card,1647.72
329,118134,2021-07-11,UPI,519.51
330,127374,2022-03-16,Card,1405.37
331,162772,2023-04-11,UPI,1000.99
332,147346,2022-06-21,Card,677.73
333,184467,2022-08-03,UPI,1824.6
334,149334,2022-08-15,NetBanking,1360.54
335,123294,2021-12-08,Card,2201.16
336,160255,2023-12-18,UPI,2413.32
337,175880,2023-11-23,Card,891.19
338,151983,2023-10-05,UPI,1479.32
339,158604,2023-02-22,UPI,774.05
340,178646,2023-10-04,Cash,2129.07
341,148484,2021-12-14,Card,1952.87
342,145110,2021-10-27,Cash,75.67
343,141257,2022-07-12,Cash,2594.14
344,112341,2022-08-06,Card,992.42
345,107471,2021-12-31,Card,1915.43
346,101444,2022-12-17,Cash,966.09
347,185357,2023-07-19,UPI,324.54
348,107821,2023-01-10,Wallet,1056.61
349,129832,2022-08-02,UPI,2570.89
350,198050,2022-05-14,UPI,1454.17
351,144560,2022-03-18,Card,1922.64
352,187644,2023-05-30,Card,733.87
353,181756,2021-09-25,NetBanking,1665.37
354,113927,2021-06-18,Wallet,655.92
355,134656,2021-09-11,Card,2314.87
356,106380,2023-05-11,Card,2206.08
357,139071,2021-04-04,UPI,1874.14
358,124029,2021-02-18,UPI,740.24
359,133863,2021-01-21,Card,561.55
360,117928,2023-06-28,Card,76.04
361,159044,2023-12-08,UPI,2797.29
362,103068,2023-07-26,UPI,2846.04
363,160300,2022-04-07,UPI,330.03
364,112140,2023-04-24,Card,2208.66
365,176869,2022-08-15,Cash,2434.1
366,158583,2021-05-31,Card,298.18
367,194302,2023-04-28,Card,1636.64
368,184121,2023-09-08,Card,2723.0
369,150422,2023-12-05,Card,1188.45
370,176501,2021-08-06,NetBanking,2247.95
371,190965,2023-07-01,NetBanking,2401.67
372,103187,2021-05-18,Card,474.2
373,162668,2022-01-03,Wallet,2764.42
374,159153,2021-10-29,NetBanking,1002.27
375,191460,2021-05-14,Card,1566.95
376,187512,2022-09-02,UPI,70.88
377,133329,2021-01-11,Wallet,2418.83
378,180254,2022-01-31,Card,2082.59
379,106751,2023-03-12,NetBanking,2597.4
380,169765,2022-11-02,NetBanking,415.06
381,148878,2022-03-15,UPI,562.54
382,139844,2024-01-02,Card,811.1
383,121994,2022-04-23,Card,555.88
384,148948,2022-11-11,UPI,2456.19
385,158241,2021-10-01,UPI,1718.95
386,136035,2021-10-11,NetBanking,465.04
387,183646,2023-06-22,Cash,2539.02
388,157865,2021-10-09,NetBanking,185.54
389,147683,2021-01-14,Card,1115.55
390,167691,2022-08-02,NetBanking,2535.51
391,194014,2021-02-02,UPI,18.05
392,111377,2022-03-03,UPI,2019.39
393,122485,2021-09-10,Card,13.46
394,154430,2023-05-31,Card,387.18
395,196159,2023-03-24,UPI,1706.1
396,118787,2022-09-12,Cash,192.33
397,186258,2022-12-08,Card,1510.21
398,159605,2023-11-28,NetBanking,2183.46
399,119535,2023-05-04,Card,1647.82
400,178733,2022-04-06,Card,2493.68
401,183295,2021-10-19,UPI,2704.6
402,125017,2022-06-25,Card,2191.55
403,164308,2021-05-01,Card,2723.05
404,121996,2023-12-01,UPI,2661.37
405,170760,2022-11-22,UPI,347.6
406,195380,2023-04-05,UPI,2651.0
407,108298,2021-01-05,NetBanking,2492.4
408,124814,2021-09-15,Card,1905.49
409,107359,2021-03-23,Wallet,877.15
410,150200,2023-01-27,Card,830.66
411,144643,2022-04-21,Wallet,2041.04
412,123743,2023-07-04,Card,2209.54
413,191045,2021-10-31,Card,300.42
414,153464,2021-11-20,Cash,2225.89
415,160495,2022-01-02,Card,2284.82
416,195227,2021-12-02,Card,1393.72
417,113528,2022-06-02,UPI,2232.35
418,173593,2022-06-12,Card,2082.92
419,195914,2023-05-05,Wallet,2442.64
420,113499,2023-01-25,UPI,2060.62
421,110421,2022-01-29,Card,2547.73
422,139648,2022-02-09,Wallet,2952.56
423,156482,2023-09-04,UPI,1198.52
424,108746,2022-09-27,Card,1093.93
425,177290,2024-01-12,Wallet,2373.92
426,138085,2023-01-15,Card,202.84
427,194952,2021-06-04,Card,248.71
428,190059,2022-06-15,Card,2879.66
429,135186,2021-05-22,Card,984.06
430,116870,2022-03-15,Card,1426.01
431,193434,2021-11-20,Card,2496.29
432,152257,2022-02-22,Card,643.08
433,113186,2023-04-19,Cash,990.92
434,185316,2021-04-29,NetBanking,1405.22
435,108402,2022-09-07,Card,2954.54
436,136229,2023-03-15,Wallet,2441.77
437,166411,2022-06-05,Cash,1824.49
438,156917,2022-02-13,UPI,1445.97
439,100637,2022-03-19,Card,136.45
440,180854,2022-08-06,Card,2299.37
441,170701,2022-01-27,Card,358.43
442,107569,2022-08-22,Card,2403.39
443,133761,2022-04-09,Card,633.45
444,181938,2022-07-01,Wallet,1532.64
445,115414,2022-12-25,Card,2614.02
446,187593,2022-02-13,Card,1891.27
447,127277,2022-11-15,Card,1621.98
448,161041,2023-08-04,Card,903.63
449,163777,2023-02-05,Card,767.7
450,193988,2021-04-13,UPI,2805.44
451,146486,2021-08-15,UPI,505.88
452,186416,2023-06-02,Card,2005.38
453,198065,2021-09-26,Card,627.49
454,195787,2021-08-25,UPI,1937.36
455,140881,2021-07-27,Card,886.08
456,174006,2021-05-11,NetBanking,223.31
457,176513,2021-12-29,UPI,802.46
458,166968,2023-03-03,Card,2293.77
459,137945,2023-12-19,Cash,2189.75
460,186174,2021-01-22,UPI,785.71
461,122370,2021-01-28,NetBanking,2782.41
462,186775,2023-01-10,UPI,268.84
463,119714,2021-12-02,Card,2876.61
464,193667,2021-04-26,Card,2731.61
465,157252,2023-03-22,Card,2637.68
466,189638,2021-10-21,Card,26.6
467,160151,2023-04-13,Card,921.93
468,178386,2022-04-07,Card,1736.02
469,114890,2023-07-07,Card,88.33
470,162204,2022-09-06,Wallet,1736.47
471,130012,2021-11-28,Card,1962.33
472,151913,2023-12-14,NetBanking,2617.72
473,169760,2023-08-13,Card,769.48
474,174335,2023-11-29,Card,2487.87
475,103331,2022-01-17,Card,274.83
476,102947,2023-11-01,UPI,1989.47
477,192312,2023-12-03,Card,1168.27
478,117817,2021-10-17,Card,2401.04
479,177305,2021-05-15,NetBanking,1547.68
480,104521,2022-04-27,Card,2264.62
481,104631,2022-05-11,Card,2141.03
482,138087,2021-12-20,Card,79.97
483,197031,2023-06-26,Wallet,2789.23
484,188857,2023-12-26,Wallet,175.57
485,134692,2022-05-29,NetBanking,994.76
486,182080,2022-06-16,UPI,1675.96
487,140310,2022-05-09,UPI,2065.84
488,160484,2023-05-20,NetBanking,678.13
489,159129,2023-12-15,Card,1213.34
490,139073,2021-06-14,NetBanking,1790.58
491,170197,2021-03-04,Card,1447.24
492,172917,2021-10-17,Card,1171.83
493,151672,2021-05-15,Card,1424.34
494,184393,2022-12-09,Card,286.05
495,149252,2021-01-01,Card,125.79
496,118561,2022-08-07,NetBanking,2379.3
497,157846,2021-06-21,Card,223.05
498,138983,2021-03-13,NetBanking,597.93
499,195129,2021-09-24,NetBanking,405.94
500,177496,2022-03-17,Card,2903.24
501,136210,2021-07-06,UPI,812.37
502,108056,2023-05-19,Card,2911.9
503,190314,2021-08-03,Card,1776.6
504,192093,2022-06-24,UPI,482.94
505,132457,2021-06-21,NetBanking,647.28
506,160143,2022-12-09,NetBanking,216.78
507,145330,2023-12-10,UPI,1878.85
508,155099,2022-10-02,Card,2800.92
509,177085,2021-07-04,UPI,954.19
510,156637,2023-11-15,Card,1084.87
511,195938,2023-02-13,Card,1465.25
512,133461,2021-10-27,Card,952.51
513,134627,2021-06-14,UPI,1532.17
514,174165,2022-12-28,Card,2414.98
515,175663,2023-07-18,NetBanking,1131.86
516,129535,2022-02-24,Card,1206.76
517,103009,2021-08-06,NetBanking,504.22
518,179307,2021-01-27,Wallet,1856.81
519,193113,2021-02-27,Card,2371.4
520,109391,2021-01-24,UPI,631.95
521,175434,2023-10-27,Wallet,2859.01
522,160955,2022-05-21,Card,1448.57
523,116662,2021-11-07,NetBanking,137.04
524,170246,2023-02-05,UPI,2865.12
525,120642,2022-09-24,Card,1864.88
526,137372,2021-02-09,Card,1807.74
527,164960,2023-12-12,Card,249.02
528,163639,2021-11-07,NetBanking,1792.09
529,198486,2023-02-01,NetBanking,1167.01
530,185344,2023-09-20,Card,233.88
531,140596,2023-06-04,Card,98.38
532,141765,2023-10-18,Card,394.33
533,131054,2023-10-09,Card,778.43
534,171733,2021-09-06,Card,1147.91
535,165038,2023-06-11,Wallet,1116.33
536,157194,2022-06-04,Cash,2756.98
537,108908,2022-06-09,Card,2363.91
538,184093,2021-08-27,UPI,50.39
539,165032,2023-11-29,Card,1883.51
540,175464,2022-06-27,UPI,1110.59
541,197469,2022-09-21,UPI,1586.47
542,196536,2022-02-04,Card,1574.23
543,174782,2023-11-07,Card,2983.33
544,156885,2021-11-10,Cash,2305.8
545,186115,2023-11-02,Card,20.0
546,177980,2023-01-29,Wallet,2519.3
547,183014,2023-11-14,NetBanking,2523.05
548,166918,2024-01-02,UPI,856.76
549,144805,2023-07-17,Card,119.53
550,184309,2021-07-29,Card,2111.31
551,172577,2023-07-08,Wallet,661.45
552,175197,2022-01-12,Cash,2248.43
553,147098,2021-05-24,Wallet,1670.3
554,167262,2021-01-28,Card,357.31
555,198720,2023-11-06,UPI,2670.79
556,112565,2022-07-17,Card,2254.36
557,188252,2023-10-13,Card,382.68
558,138036,2023-10-23,UPI,2196.28
559,190451,2021-08-18,Card,2749.7
560,109365,2023-09-25,Card,1706.58
561,154154,2023-12-30,Card,552.65
562,104736,2021-06-25,UPI,1860.05
563,123539,2022-03-22,UPI,81.16
564,135560,2023-08-16,UPI,1947.61
565,128493,2022-03-30,NetBanking,1238.72
566,115312,2022-07-28,Wallet,2694.73
567,157851,2021-02-22,Card,434.38
568,199893,2022-02-25,Card,399.99
569,197410,2021-05-07,Card,1948.84
570,180836,2023-10-01,Card,437.44
571,120413,2022-04-04,Card,2879.01
572,107766,2021-08-18,Card,1400.88
573,157350,2022-01-03,UPI,193.73
574,147700,2022-09-01,Card,1302.51
575,118681,2022-07-13,Card,701.63
576,190104,2022-08-06,NetBanking,2481.21
577,104984,2022-10-19,NetBanking,2230.15
578,175714,2021-11-01,Card,101.7
579,154748,2022-08-11,Card,1961.8
580,101685,2022-04-19,Cash,1880.83
581,155503,2021-05-12,Wallet,1810.27
582,100017,2021-06-01,Card,2936.24
583,180765,2023-04-17,Card,2535.33
584,115679,2022-08-13,NetBanking,628.44
585,136619,2021-10-12,Card,1746.56
586,108962,2021-07-28,Card,1377.26
587,115384,2023-01-24,NetBanking,1337.63
588,166201,2021-12-29,Card,2339.96
589,149275,2023-10-18,Card,2771.36
590,196678,2021-04-08,NetBanking,1218.67
591,191045,2023-12-03,Card,2866.85
592,166802,2021-03-29,Card,1307.38
593,111724,2022-11-10,NetBanking,2183.95
594,119654,2023-06-07,Card,827.13
595,128243,2022-08-21,UPI,2015.88
596,166559,2024-01-23,Card,2847.93
597,158247,2024-01-05,Card,761.96
598,194983,2023-12-05,Card,1645.62
599,160176,2022-02-21,Card,34.83
600,159698,2023-03-06,UPI,2228.78
601,194235,2023-08-24,Card,2862.5
602,138154,2021-10-04,Wallet,1347.51
603,115814,2022-05-19,NetBanking,1402.14
604,101392,2023-03-20,Card,255.2
605,121005,2022-09-30,NetBanking,58.35
606,159592,2021-05-24,Cash,609.92
607,164708,2022-05-09,UPI,1346.84
608,184524,2023-01-16,Card,368.17
609,121861,2021-10-03,UPI,1088.72
610,172797,2022-04-18,UPI,438.36
611,159099,2021-05-26,UPI,194.48
612,175499,2021-03-29,UPI,2394.19
613,100822,2022-10-22,Card,2871.73
614,184711,2021-06-07,UPI,2973.04
615,117432,2022-08-25,Cash,2494.49
616,146514,2023-02-23,Card,2604.6
617,173753,2021-01-24,Card,80.42
618,112591,2021-03-15,UPI,107.47
619,169882,2021-08-30,Card,1893.37
620,176633,2023-08-17,NetBanking,1124.77
621,121387,2021-10-20,UPI,790.81
622,151551,2022-01-10,NetBanking,1825.96
623,113356,2022-10-15,Card,751.92
624,139232,2022-09-04,Card,127.13
625,103781,2021-05-16,Card,816.53
626,128250,2022-09-26,Card,1593.14
627,182127,2023-11-04,UPI,2208.49
628,117004,2021-04-19,NetBanking,76.92
629,166263,2022-11-30,Card,2147.95
630,117429,2023-06-28,UPI,1414.12
631,169275,2021-09-05,Card,195.32
632,141460,2023-02-09,UPI,341.79
633,111763,2022-08-16,Wallet,2754.38
634,157465,2021-06-04,Card,2651.52
635,164484,2023-03-18,Card,1377.05
636,146486,2021-05-25,Wallet,2453.69
637,121484,2023-04-13,Card,357.21
638,194177,2023-06-13,Card,2207.14
639,159457,2022-03-30,Card,2299.04
640,144894,2022-10-05,NetBanking,2303.88
641,196254,2021-02-05,Wallet,1538.79
642,111299,2022-09-14,Wallet,1593.32
643,194372,2022-05-11,UPI,1332.91
644,107173,2023-12-27,NetBanking,738.92
645,107793,2021-07-31,Card,1890.89
646,126981,2022-10-02,UPI,1752.51
647,109861,2023-01-30,Card,2797.97
648,188689,2021-07-22,Card,2224.09
649,153810,2022-07-08,Card,2680.41
650,161467,2023-02-16,NetBanking,1070.45
651,155435,2021-04-07,Card,587.7
652,119948,2023-01-22,Card,1308.11
653,146964,2022-10-20,Card,1327.75
654,176565,2021-08-05,UPI,717.1
655,172713,2021-10-12,UPI,2651.08
656,150812,2022-02-13,UPI,1968.57
657,114632,2021-02-20,UPI,2035.45
658,164509,2022-01-28,UPI,540.83
659,134588,2021-09-28,NetBanking,2285.93
660,125829,2021-05-01,NetBanking,269.39
661,189452,2023-12-31,Card,2356.45
662,167234,2021-07-24,UPI,1992.06
663,190799,2023-11-09,Card,1039.95
664,194731,2021-10-28,Card,1293.94
665,174603,2021-06-20,NetBanking,2683.57
666,161090,2021-08-19,Card,1903.36
667,149425,2021-03-01,UPI,499.78
668,145794,2021-03-25,Wallet,2141.87
669,188121,2021-02-09,Card,222.97
670,191199,2022-01-01,Card,1062.94
671,168479,2021-04-13,UPI,2483.92
672,105161,2023-01-07,UPI,2439.8
673,103862,2022-12-15,Card,2920.5
674,114698,2023-09-11,NetBanking,896.8
675,154337,2022-11-20,Card,2648.68
676,173635,2021-04-28,Wallet,2451.37
677,188237,2023-03-21,Card,1960.8
